County,Year,Total,Felony_Total,Drug_Felony,Violent_Felony,DWI_Felony,Other_Felony,Misdemeanor_Total,Drug_Misd,DWI_Misd,Property_Misd,Other_Misd
Schenectady,1995,2829,768,144,241,42,341,2061,190,412,641,818
Schenectady,1996,3156,940,219,234,47,440,2216,221,439,720,836
Schenectady,1997,3564,1135,232,261,77,565,2429,297,456,622,1054
Schenectady,1998,3817,1181,347,246,88,500,2636,354,448,680,1154
Schenectady,1999,3286,996,242,236,71,447,2290,238,362,624,1066
Schenectady,2000,3173,1075,253,238,69,515,2098,184,292,631,991
Schenectady,2001,3471,1087,252,247,49,539,2384,133,340,766,1145
Schenectady,2002,3685,1091,263,229,57,542,2594,131,397,857,1209
Schenectady,2003,3800,1080,260,213,63,544,2720,183,378,852,1307
Schenectady,2004,3895,1096,243,248,53,552,2799,163,400,904,1332
Schenectady,2005,4217,1158,242,257,64,595,3059,228,468,918,1445
Schenectady,2006,4381,1350,351,314,53,632,3031,270,481,870,1410
Schenectady,2007,4044,1219,260,277,73,609,2825,181,473,856,1315
Schenectady,2008,4072,1213,172,329,63,649,2859,149,404,948,1358
Schenectady,2009,4260,1191,183,292,73,643,3069,166,347,1016,1540
Schenectady,2010,4517,1397,212,383,80,722,3120,182,362,1043,1533
Schenectady,2011,4383,1299,160,333,71,735,3084,171,440,1037,1436
Schenectady,2012,4656,1412,156,370,58,828,3244,181,296,1177,1590
Schenectady,2013,4562,1318,233,326,44,715,3244,197,306,1181,1560
Schenectady,2014,4130,1319,285,288,42,704,2811,213,229,1066,1303
Schenectady,2015,4309,1403,297,312,47,747,2906,284,271,1134,1217
Schenectady,2016,4214,1373,295,324,51,703,2841,250,256,1114,1221
Schoharie,1970,77,52,17,4,0,31,25,8,0,4,13
Schoharie,1971,69,31,3,3,0,25,38,8,1,8,21
Schoharie,1972,221,77,5,6,1,65,144,7,30,33,74
Schoharie,1973,312,74,30,15,1,28,238,51,22,106,59
Schoharie,1974,398,95,30,8,1,56,303,103,58,65,77
Schoharie,1975,378,91,23,18,1,49,287,46,78,84,79
Schoharie,1976,347,107,18,29,2,58,240,36,61,67,76
Schoharie,1977,350,95,7,15,2,71,255,23,91,62,79
Schoharie,1978,376,85,6,10,3,66,291,20,91,75,105
Schoharie,1979,390,95,2,21,1,71,295,6,111,99,79
Schoharie,1980,481,139,14,22,8,95,342,10,129,110,93
Schoharie,1981,566,127,6,19,8,94,439,10,187,107,135
Schoharie,1982,556,135,24,21,5,85,421,11,160,93,157
Schoharie,1983,547,75,7,13,10,45,472,6,142,165,159
Schoharie,1984,652,105,6,21,12,66,547,12,197,151,187
Schoharie,1985,667,92,3,26,10,53,575,3,208,179,185
Schoharie,1986,810,141,5,33,4,99,669,5,214,215,235
Schoharie,1987,728,110,6,25,6,73,618,18,207,221,172
Schoharie,1988,713,130,12,37,8,73,583,25,184,207,167
Schoharie,1989,847,147,3,41,22,81,700,18,304,179,199
Schoharie,1990,954,162,8,45,23,86,792,47,272,206,267
Schoharie,1991,912,133,5,32,26,70,779,31,259,192,297
Schoharie,1992,847,148,8,32,22,86,699,32,259,159,249
Schoharie,1993,734,121,9,30,19,63,613,18,206,164,225
Schoharie,1994,666,121,7,23,25,66,545,21,215,120,189
Schoharie,1995,633,126,15,25,19,67,507,24,146,135,202
Schoharie,1996,699,156,11,31,15,99,543,18,164,150,211
Schoharie,1997,744,160,4,20,30,106,584,6,125,180,273
Schoharie,1998,764,166,7,20,24,115,598,20,155,155,268
Schoharie,1999,624,112,7,17,18,70,512,7,132,144,229
Schoharie,2000,702,150,23,23,25,79,552,13,153,140,246
Schoharie,2001,690,141,14,24,23,80,549,14,164,141,230
Schoharie,2002,690,142,14,24,20,84,548,16,166,127,239
Schoharie,2003,742,154,13,28,24,89,588,17,192,173,206
Schoharie,2004,670,121,8,32,15,66,549,16,173,129,231
Schoharie,2005,691,160,25,16,18,101,531,33,169,134,195
Schoharie,2006,579,123,22,13,19,69,456,12,142,103,199
Schoharie,2007,609,146,11,21,32,82,463,19,139,105,200
Schoharie,2008,717,155,9,22,21,103,562,19,215,116,212
Schoharie,2009,755,154,11,26,26,91,601,37,192,166,206
Schoharie,2010,650,147,26,26,24,71,503,46,162,117,178
Schoharie,2011,583,137,18,27,17,75,446,36,131,103,176
Schoharie,2012,611,180,20,44,15,101,431,42,113,115,161
Schoharie,2013,693,174,21,34,18,101,519,77,135,146,161
Schoharie,2014,446,97,14,17,9,57,349,43,72,106,128
Schoharie,2015,541,123,8,14,14,87,418,18,126,142,132
Schoharie,2016,575,151,8,42,17,84,424,30,92,114,188
Schuyler,1970,99,34,9,2,4,19,65,23,16,9,17
Schuyler,1971,121,30,6,3,3,18,91,11,20,25,35
Schuyler,1972,153,49,14,9,4,22,104,43,18,11,32
Schuyler,1973,310,52,17,7,4,24,258,124,30,22,82
Schuyler,1974,276,73,14,9,1,49,203,69,37,29,68
Schuyler,1975,239,42,2,7,2,31,197,46,41,49,61
Schuyler,1976,257,52,13,6,1,32,205,42,56,44,63
Schuyler,1977,179,44,2,4,1,37,135,12,26,38,59
Schuyler,1978,293,58,5,11,2,40,235,11,36,72,116
Schuyler,1979,363,79,8,16,6,49,284,7,40,84,153
Schuyler,1980,326,79,7,10,2,60,247,14,25,74,134
Schuyler,1981,269,58,3,14,4,37,211,4,34,83,90
Schuyler,1982,294,72,0,18,12,42,222,0,65,69,88
Schuyler,1983,304,60,3,15,14,28,244,3,96,51,94
Schuyler,1984,327,65,0,18,16,31,262,3,101,55,103
Schuyler,1985,337,72,3,26,8,35,265,4,79,71,111
Schuyler,1986,333,63,1,19,10,33,270,2,90,69,109
Schuyler,1987,355,52,0,16,15,21,303,13,88,70,132
Schuyler,1988,419,95,1,25,10,59,324,3,89,79,153
Schuyler,1989,479,93,4,12,18,59,386,0,121,105,160
Schuyler,1990,490,98,5,14,22,57,392,7,116,87,182
Schuyler,1991,434,102,11,25,15,51,332,1,79,95,157
Schuyler,1992,556,125,6,26,20,73,431,2,135,106,188
Schuyler,1993,428,94,7,26,17,44,334,3,97,74,160
Schuyler,1994,382,78,3,14,21,40,304,5,106,60,133
Schuyler,1995,417,103,9,12,18,64,314,8,66,81,159
Schuyler,1996,481,101,5,19,25,52,380,10,114,66,190
Schuyler,1997,384,89,6,25,17,41,295,8,101,45,141
Schuyler,1998,432,97,5,21,17,54,335,9,88,53,185
Schuyler,1999,425,126,3,31,25,67,299,5,72,51,171
Schuyler,2000,455,97,2,18,37,40,358,5,93,62,198
Schuyler,2001,400,70,3,12,15,40,330,3,86,58,183
Schuyler,2002,448,88,9,20,17,42,360,5,98,42,215
Schuyler,2003,426,92,4,19,19,50,334,10,98,61,165
Schuyler,2004,428,101,13,15,22,51,327,9,66,97,155
Schuyler,2005,402,90,10,21,10,49,312,2,80,90,140
Schuyler,2006,380,81,12,11,19,39,299,13,75,61,150
Schuyler,2007,380,108,8,19,35,46,272,7,80,43,142
Schuyler,2008,346,85,5,9,31,40,261,14,69,56,122
Schuyler,2009,361,113,22,25,25,41,248,11,74,48,115
Schuyler,2010,376,102,10,10,17,65,274,10,67,59,138
Schuyler,2011,387,118,28,18,18,54,269,12,72,58,127
Schuyler,2012,402,78,9,20,12,37,324,11,81,86,146
Schuyler,2013,386,116,16,20,18,62,270,8,70,87,105
Schuyler,2014,355,92,9,9,14,60,263,12,54,91,106
Schuyler,2015,329,98,21,11,16,50,231,18,55,74,84
Schuyler,2016,331,114,35,12,12,55,217,19,64,73,61
Seneca,1970,188,36,1,3,3,29,152,36,53,14,49
Seneca,1971,342,77,11,11,3,52,265,25,79,47,114
Seneca,1972,452,52,15,11,4,22,400,78,87,72,163
Seneca,1973,510,78,27,5,4,42,432,99,114,71,148
Seneca,1974,557,91,16,12,1,62,466,86,130,106,144
Seneca,1975,620,132,19,12,3,98,488,80,125,104,179
Seneca,1976,747,121,14,27,6,74,626,69,204,144,209
Seneca,1977,725,123,12,25,11,75,602,52,223,142,185
Seneca,1978,746,136,7,4,15,110,610,12,277,165,156
Seneca,1979,796,134,3,20,32,79,662,15,312,151,184
Seneca,1980,955,128,7,17,18,86,827,16,319,239,253
Seneca,1981,868,111,0,18,36,57,757,10,239,253,255
Seneca,1982,978,142,10,25,32,75,836,12,358,195,271
Seneca,1983,916,111,2,31,24,54,805,4,383,189,229
Seneca,1984,718,109,0,20,26,63,609,6,210,172,221
Seneca,1985,746,149,4,31,26,88,597,9,189,169,230
Seneca,1986,744,152,8,31,26,87,592,13,178,189,212
Seneca,1987,771,151,11,31,28,81,620,26,185,166,243
Seneca,1988,934,174,9,32,43,90,760,17,223,220,300
Seneca,1989,1094,208,21,63,42,82,886,14,273,257,342
Seneca,1990,1120,215,15,46,50,104,905,21,270,209,405
Seneca,1991,905,175,15,29,24,107,730,12,185,210,323
Seneca,1992,895,163,6,38,32,87,732,13,207,180,332
Seneca,1993,817,149,13,43,24,69,668,18,134,154,362
Seneca,1994,820,177,5,37,32,103,643,16,131,145,351
Seneca,1995,859,159,5,31,29,94,700,16,146,165,373
Seneca,1996,975,147,13,29,22,83,828,13,132,191,492
Seneca,1997,1015,164,8,40,24,92,851,25,123,223,480
Seneca,1998,1087,210,21,55,35,99,877,15,132,173,557
Seneca,1999,1006,195,13,48,30,104,811,27,120,161,503
Seneca,2000,861,137,6,23,25,83,724,14,146,149,415
Seneca,2001,830,186,12,24,25,125,644,9,129,131,375
Seneca,2002,923,196,13,34,35,114,727,14,163,161,389
Seneca,2003,920,239,24,42,31,142,681,19,170,146,346
Seneca,2004,849,217,20,30,33,134,632,22,165,136,309
Seneca,2005,833,182,20,25,38,99,651,23,154,141,333
Seneca,2006,760,187,22,31,30,104,573,23,159,108,283
Seneca,2007,736,158,17,29,28,84,578,30,112,144,292
Seneca,2008,832,246,24,43,33,146,586,20,138,174,254
Seneca,2009,811,201,18,34,28,121,610,26,153,121,310
Seneca,2010,750,196,14,36,31,115,554,28,106,132,288
Seneca,2011,823,243,27,45,28,143,580,36,108,180,256
Seneca,2012,864,282,35,59,30,158,582,41,135,179,227
Seneca,2013,797,254,55,46,27,126,543,31,134,153,225
Seneca,2014,858,246,45,43,31,127,612,51,136,197,228
Seneca,2015,746,235,29,32,38,136,511,40,124,169,178
Seneca,2016,820,279,58,37,35,149,541,58,122,170,191
St. Lawrence,1970,320,182,31,22,7,122,138,91,4,11,32
St. Lawrence,1971,458,205,36,24,14,131,253,47,37,66,103
St. Lawrence,1972,993,196,48,24,9,115,797,103,155,280,259
St. Lawrence,1973,1224,217,49,41,10,117,1007,116,171,362,358
St. Lawrence,1974,1643,371,115,28,17,211,1272,238,167,409,458
St. Lawrence,1975,1891,450,154,51,19,226,1441,256,233,441,511
St. Lawrence,1976,2362,481,149,55,39,238,1881,305,476,474,626
St. Lawrence,1977,1968,336,79,45,33,179,1632,188,466,491,487
St. Lawrence,1978,1945,342,26,58,44,214,1603,106,449,590,458
St. Lawrence,1979,2191,529,36,93,58,342,1662,93,389,624,556
St. Lawrence,1980,2430,462,35,68,60,299,1968,82,545,707,634
St. Lawrence,1981,2723,445,19,96,65,265,2278,67,707,833,671
St. Lawrence,1982,2682,421,40,107,63,211,2261,104,799,784,574
St. Lawrence,1983,2453,412,27,82,71,232,2041,94,725,653,569
St. Lawrence,1984,2303,400,17,95,69,219,1903,85,627,641,550
St. Lawrence,1985,2277,367,24,87,45,211,1910,103,643,571,593
St. Lawrence,1986,2498,372,20,84,55,213,2126,74,707,715,630
St. Lawrence,1987,2390,376,22,80,64,210,2014,65,633,645,671
St. Lawrence,1988,2620,348,21,59,84,184,2272,88,739,642,803
St. Lawrence,1989,2464,396,25,96,49,226,2068,70,579,683,736
St. Lawrence,1990,3002,488,21,92,62,313,2514,96,738,815,865
St. Lawrence,1991,2717,455,25,107,70,253,2262,80,617,861,704
St. Lawrence,1992,2762,488,45,130,78,235,2274,68,743,735,728
St. Lawrence,1993,2719,528,37,110,78,303,2191,86,689,650,766
St. Lawrence,1994,2437,554,33,118,82,321,1883,112,464,570,737
St. Lawrence,1995,2583,549,53,128,55,313,2034,37,482,706,809
St. Lawrence,1996,2689,473,27,128,70,248,2216,40,545,679,952
St. Lawrence,1997,2769,577,37,132,79,329,2192,30,493,643,1026
St. Lawrence,1998,2598,538,50,118,77,293,2060,46,513,547,954
St. Lawrence,1999,2571,541,63,80,63,335,2030,45,502,486,997
St. Lawrence,2000,2583,580,59,123,69,329,2003,42,549,463,949
St. Lawrence,2001,2549,635,85,122,68,360,1914,40,603,382,889
St. Lawrence,2002,2789,668,129,126,67,346,2121,43,601,486,991
St. Lawrence,2003,2535,633,74,148,49,362,1902,31,430,446,995
St. Lawrence,2004,2627,654,109,142,54,349,1973,55,483,440,995
St. Lawrence,2005,2751,649,89,136,57,367,2102,84,419,524,1075
St. Lawrence,2006,2843,768,125,141,65,437,2075,88,451,537,999
St. Lawrence,2007,2727,693,148,107,65,373,2034,74,483,485,992
St. Lawrence,2008,2682,743,123,150,66,404,1939,91,502,447,899
St. Lawrence,2009,2628,769,114,171,73,411,1859,80,528,470,781
St. Lawrence,2010,2549,720,110,165,74,371,1829,96,408,557,768
St. Lawrence,2011,2851,785,151,146,72,416,2066,141,423,589,913
St. Lawrence,2012,2719,735,119,138,59,419,1984,121,422,597,844
St. Lawrence,2013,2451,712,119,140,54,399,1739,115,320,597,707
St. Lawrence,2014,2253,602,103,118,53,328,1651,171,340,539,601
St. Lawrence,2015,2321,669,163,115,34,357,1652,198,327,508,619
St. Lawrence,2016,2349,644,88,147,55,354,1705,228,301,604,572
Steuben,1970,284,110,20,18,5,67,174,56,38,24,56
Steuben,1971,496,142,29,22,0,91,354,107,96,66,85
Steuben,1972,896,191,28,19,5,139,705,64,186,142,313
Steuben,1973,928,240,29,30,4,177,688,107,89,208,284
Steuben,1974,800,254,30,35,4,185,546,105,46,179,216
Steuben,1975,838,273,35,39,4,195,565,72,95,188,210
Steuben,1976,871,233,25,28,12,168,638,69,134,191,244
Steuben,1977,960,277,23,43,12,199,683,24,171,201,287
Steuben,1978,1033,288,15,30,23,220,745,20,169,237,319
Steuben,1979,1135,303,18,52,16,217,832,18,249,269,296
Steuben,1980,1107,259,11,56,18,174,848,12,262,274,300
Steuben,1981,1194,232,13,50,22,147,962,15,290,335,322
Steuben,1982,1225,227,7,62,22,136,998,5,369,286,338
Steuben,1983,1311,267,15,79,34,139,1044,13,314,383,334
Steuben,1984,1317,258,3,72,37,146,1059,9,361,363,326
Steuben,1985,1411,296,7,66,40,183,1115,16,366,349,384
Steuben,1986,1515,330,17,67,56,190,1185,21,446,312,406
Steuben,1987,1528,348,16,83,55,194,1180,28,403,349,400
Steuben,1988,1606,308,12,90,55,151,1298,21,416,431,430
Steuben,1989,1897,425,34,87,81,223,1472,64,431,410,567
Steuben,1990,2069,389,17,98,106,168,1680,29,545,509,597
Steuben,1991,2248,491,41,115,105,230,1757,23,526,563,645
Steuben,1992,1975,424,47,98,73,206,1551,44,471,491,545
Steuben,1993,1882,456,36,108,67,245,1426,41,390,434,561
Steuben,1994,1926,442,30,113,78,221,1484,42,356,502,584
Steuben,1995,1957,463,31,129,81,222,1494,37,365,459,633
Steuben,1996,2081,522,34,115,110,263,1559,24,387,419,729
Steuben,1997,2275,547,66,110,95,276,1728,46,445,437,800
Steuben,1998,2502,640,73,128,123,316,1862,42,477,481,862
Steuben,1999,2660,612,72,116,135,289,2048,42,454,456,1096
Steuben,2000,2556,584,48,94,105,337,1972,38,539,449,946
Steuben,2001,2419,548,48,117,97,286,1871,33,504,419,915
Steuben,2002,2184,529,24,92,100,313,1655,37,447,357,814
Steuben,2003,2167,563,48,102,86,327,1604,57,370,423,754
Steuben,2004,2083,589,65,119,84,321,1494,73,387,336,698
Steuben,2005,2389,703,151,119,70,363,1686,74,442,393,777
Steuben,2006,2154,623,95,135,85,308,1531,57,419,295,760
Steuben,2007,2279,664,99,125,103,337,1615,50,481,322,762
Steuben,2008,2129,608,56,111,86,355,1521,54,413,351,703
Steuben,2009,1935,547,84,103,66,294,1388,70,311,404,603
Steuben,2010,1910,535,67,124,78,266,1375,93,307,420,555
Steuben,2011,1826,557,77,127,91,262,1269,77,313,360,519
Steuben,2012,1963,663,107,134,71,351,1300,77,271,400,552
Steuben,2013,2001,662,143,111,63,345,1339,114,310,423,492
Steuben,2014,1884,527,83,94,58,292,1357,153,289,446,469
Steuben,2015,2230,673,123,106,71,373,1557,182,311,500,564
Steuben,2016,2017,666,126,115,74,351,1351,141,300,378,532
Suffolk,1970,5074,2886,680,657,13,1536,2188,835,661,156,536
Suffolk,1971,8230,3417,744,837,40,1796,4813,1243,1610,856,1104
Suffolk,1972,11993,3413,861,803,44,1705,8580,1486,2788,2282,2024
Suffolk,1973,13866,3649,917,997,31,1704,10217,1432,3641,2472,2672
Suffolk,1974,15191,4110,978,1068,35,2029,11081,1033,3985,3323,2740
Suffolk,1975,15457,4511,742,1205,31,2533,10946,842,3810,3387,2907
Suffolk,1976,15646,5187,724,1420,40,3003,10459,755,3026,3764,2914
Suffolk,1977,16065,5064,609,1329,38,3088,11001,532,3388,3884,3197
Suffolk,1978,17526,5110,364,1474,60,3212,12416,570,5165,3602,3079
Suffolk,1979,17791,5511,345,1554,36,3576,12280,425,4846,3885,3124
Suffolk,1980,19001,5943,422,1720,62,3739,13058,541,5723,3706,3088
Suffolk,1981,18935,5599,502,1791,82,3224,13336,584,6347,3490,2915
Suffolk,1982,21337,5756,457,2144,233,2922,15581,851,8356,3369,3005
Suffolk,1983,21616,5674,556,1914,319,2885,15942,1116,8504,3196,3126
Suffolk,1984,21320,5338,409,2020,117,2792,15982,1406,8471,2931,3174
Suffolk,1985,22202,5273,525,1885,80,2783,16929,1515,9035,2914,3465
Suffolk,1986,21687,5320,567,1808,86,2859,16367,1884,7970,3062,3451
Suffolk,1987,23438,5406,867,1844,94,2601,18032,1955,8483,3786,3808
Suffolk,1988,26248,6420,1293,2043,111,2973,19828,2853,7837,4518,4620
Suffolk,1989,26720,7699,2360,2257,103,2979,19021,2606,6265,4579,5571
Suffolk,1990,24549,6867,1642,2060,107,3058,17682,1727,6100,4133,5722
Suffolk,1991,21445,6427,1346,2106,93,2882,15018,1182,4746,4021,5069
Suffolk,1992,20743,6368,1253,2166,146,2803,14375,1233,4459,3491,5192
Suffolk,1993,18926,6000,1231,1886,194,2689,12926,1249,4220,2559,4898
Suffolk,1994,21641,7052,1336,1890,302,3524,14589,1780,4587,2629,5593
Suffolk,1995,22309,7108,1252,1811,441,3604,15201,2117,4485,2758,5841
Suffolk,1996,24094,6939,1173,1797,500,3469,17155,2409,5301,2905,6540
Suffolk,1997,25360,7440,1079,1775,575,4011,17920,2516,5372,3398,6634
Suffolk,1998,25641,7547,1242,1782,562,3961,18094,2596,5058,3570,6870
Suffolk,1999,24311,6967,1239,1638,543,3547,17344,3080,4098,3801,6365
Suffolk,2000,25192,7145,1015,1758,529,3843,18047,3013,3967,3539,7528
Suffolk,2001,23956,6954,768,1721,508,3957,17002,2741,3521,3508,7232
Suffolk,2002,25848,7262,982,1647,556,4077,18586,3364,4007,3586,7629
Suffolk,2003,26101,7397,1022,1590,520,4265,18704,3922,4259,3602,6921
Suffolk,2004,24687,6942,1192,1633,483,3634,17745,3833,3917,3449,6546
Suffolk,2005,24614,7030,1360,1600,478,3592,17584,3514,4166,3500,6404
Suffolk,2006,26357,7526,1424,1777,499,3826,18831,4318,4392,3197,6924
Suffolk,2007,25251,7327,1433,1594,525,3775,17924,4087,4149,3165,6523
Suffolk,2008,25156,6646,1022,1496,511,3617,18510,3790,3857,4792,6071
Suffolk,2009,25522,6784,965,1581,543,3695,18738,3513,3818,5364,6043
Suffolk,2010,25514,6295,904,1386,582,3423,19219,4391,3473,5354,6001
Suffolk,2011,26017,6250,923,1295,603,3429,19767,4723,3920,5200,5924
Suffolk,2012,26223,6007,727,1315,615,3350,20216,5313,3943,5104,5856
Suffolk,2013,23914,5666,723,1248,540,3155,18248,4401,3585,4994,5268
Suffolk,2014,23224,5560,764,1195,483,3118,17664,4571,3110,5090,4893
Suffolk,2015,22453,5325,787,1075,521,2942,17128,4443,3201,4642,4842
Suffolk,2016,20452,5032,792,1026,459,2755,15420,3880,3096,4146,4298
Sullivan,1970,607,339,62,83,1,193,268,111,26,34,97
Sullivan,1971,789,379,72,60,7,240,410,82,31,122,175
Sullivan,1972,1256,391,72,81,6,232,865,115,234,250,266
Sullivan,1973,1625,460,81,115,5,259,1165,132,379,375,279
Sullivan,1974,1778,515,66,115,10,324,1263,142,344,458,319
Sullivan,1975,1847,557,75,118,13,351,1290,82,340,523,345
Sullivan,1976,2289,768,56,184,15,513,1521,98,300,629,494
Sullivan,1977,2094,550,58,170,17,305,1544,77,356,621,490
Sullivan,1978,2255,565,31,191,29,314,1690,47,370,683,590
Sullivan,1979,2407,602,48,159,30,365,1805,85,328,838,554
Sullivan,1980,2492,645,57,187,44,357,1847,80,444,794,529
Sullivan,1981,2407,671,55,210,37,369,1736,100,481,660,495
Sullivan,1982,2629,618,52,198,51,317,2011,101,571,809,530
Sullivan,1983,2606,640,31,216,49,344,1966,65,754,665,482
Sullivan,1984,2484,616,53,200,48,315,1868,103,658,564,543
Sullivan,1985,2095,505,19,199,27,260,1590,78,530,503,479
Sullivan,1986,2185,637,43,245,47,302,1548,70,492,519,467
Sullivan,1987,2608,713,82,232,78,321,1895,111,555,664,565
Sullivan,1988,3028,875,161,288,82,344,2153,268,587,705,593
Sullivan,1989,3162,866,180,262,92,332,2296,151,649,756,740
Sullivan,1990,3002,765,104,224,87,350,2237,124,583,695,835
Sullivan,1991,3007,797,136,269,53,339,2210,128,548,703,831
Sullivan,1992,2653,782,136,250,57,339,1871,118,441,557,755
Sullivan,1993,2643,790,89,284,57,360,1853,107,383,543,820
Sullivan,1994,2713,832,87,323,70,352,1881,109,399,548,825
Sullivan,1995,2361,711,58,251,54,348,1650,91,338,477,744
Sullivan,1996,2169,636,63,216,47,310,1533,86,295,446,706
Sullivan,1997,2290,694,78,224,54,338,1596,99,301,478,718
Sullivan,1998,2089,598,77,183,48,290,1491,97,325,438,631
Sullivan,1999,2160,584,68,167,42,307,1576,127,297,420,732
Sullivan,2000,2297,693,130,185,58,320,1604,149,337,373,745
Sullivan,2001,2262,622,109,145,63,305,1640,154,354,364,768
Sullivan,2002,2145,638,94,183,51,310,1507,140,310,390,667
Sullivan,2003,2230,687,125,169,41,352,1543,176,304,339,724
Sullivan,2004,2321,716,112,186,58,360,1605,171,363,413,658
Sullivan,2005,2486,788,140,207,84,357,1698,179,308,511,700
Sullivan,2006,2161,749,141,181,57,370,1412,203,321,312,576
Sullivan,2007,2407,738,115,170,74,379,1669,222,305,383,759
Sullivan,2008,2289,710,96,162,62,390,1579,206,330,380,663
Sullivan,2009,2197,636,68,192,79,297,1561,189,362,341,669
Sullivan,2010,2525,726,66,184,88,388,1799,243,433,475,648
Sullivan,2011,2463,697,95,160,68,374,1766,306,337,540,583
Sullivan,2012,2362,698,76,201,66,355,1664,333,259,565,507
Sullivan,2013,2197,673,86,155,47,385,1524,256,230,492,546
Sullivan,2014,2182,606,81,122,39,364,1576,316,270,476,514
Sullivan,2015,1918,524,82,110,39,293,1394,267,291,393,443
Sullivan,2016,1830,517,73,123,57,264,1313,256,253,369,435
Tioga,1970,66,46,11,6,0,29,20,5,3,0,12
Tioga,1971,75,30,7,3,0,20,45,6,6,19,14
Tioga,1972,168,46,11,2,0,33,122,15,37,18,52
Tioga,1973,383,75,17,10,1,47,308,146,44,37,81
Tioga,1974,480,91,21,4,4,62,389,86,77,86,140
Tioga,1975,518,110,36,12,4,58,408,66,73,85,184
Tioga,1976,478,84,18,17,1,48,394,89,112,56,137
Tioga,1977,611,117,5,17,8,87,494,54,131,138,171
Tioga,1978,476,83,1,18,7,57,393,7,130,137,119
Tioga,1979,638,85,4,13,15,53,553,15,202,144,192
Tioga,1980,660,125,12,18,32,63,535,6,175,130,224
Tioga,1981,685,119,9,23,17,70,566,19,213,148,186
Tioga,1982,797,173,13,36,30,94,624,21,247,150,206
Tioga,1983,780,155,7,20,34,94,625,14,240,153,218
Tioga,1984,744,104,0,23,36,45,640,11,288,147,194
Tioga,1985,772,142,6,25,37,74,630,13,252,173,192
Tioga,1986,875,186,17,40,41,88,689,20,234,160,275
Tioga,1987,834,168,13,39,42,74,666,8,240,152,266
Tioga,1988,1003,201,9,40,65,87,802,18,309,159,316
Tioga,1989,975,198,15,50,29,104,777,27,254,177,319
Tioga,1990,1031,205,15,37,42,111,826,11,228,198,389
Tioga,1991,1080,257,15,54,42,146,823,9,242,186,386
Tioga,1992,1049,248,18,43,35,152,801,12,236,180,373
Tioga,1993,1083,208,17,30,49,112,875,25,245,175,430
Tioga,1994,1034,211,6,37,36,132,823,25,184,183,431
Tioga,1995,974,181,12,33,43,93,793,9,185,187,412
Tioga,1996,1154,241,22,42,34,143,913,29,184,171,529
Tioga,1997,1153,236,14,46,58,118,917,18,181,203,515
Tioga,1998,1298,263,12,31,79,141,1035,29,261,192,553
Tioga,1999,1074,209,21,40,35,113,865,18,237,161,449
Tioga,2000,948,202,11,40,44,107,746,7,167,195,377
Tioga,2001,946,211,15,31,49,116,735,15,250,152,318
Tioga,2002,945,227,9,46,43,129,718,30,195,142,351
Tioga,2003,913,194,22,37,28,107,719,25,203,135,356
Tioga,2004,863,214,14,48,37,115,649,30,175,141,303
Tioga,2005,791,222,13,51,38,120,569,29,131,94,315
Tioga,2006,813,222,30,38,34,120,591,23,113,139,316
Tioga,2007,857,226,14,56,34,122,631,34,156,146,295
Tioga,2008,842,227,13,52,33,129,615,18,146,144,307
Tioga,2009,876,233,15,53,44,121,643,31,163,148,301
Tioga,2010,896,250,29,59,26,136,646,46,159,129,312
Tioga,2011,816,208,25,41,39,103,608,56,131,144,277
Tioga,2012,715,176,22,29,30,95,539,50,97,133,259
Tioga,2013,806,220,27,44,28,121,586,59,115,141,271
Tioga,2014,690,195,41,41,22,91,495,61,116,115,203
Tioga,2015,695,192,37,29,23,103,503,71,105,102,225
Tioga,2016,715,201,21,50,25,105,514,64,120,113,217
Tompkins,1970,139,86,20,8,4,54,53,24,1,11,17
Tompkins,1971,400,144,31,20,3,90,256,25,45,137,49
Tompkins,1972,1009,193,26,34,5,128,816,78,212,296,230
Tompkins,1973,1256,193,56,34,4,99,1063,167,201,453,242
Tompkins,1974,1309,275,82,31,6,156,1034,148,203,439,244
Tompkins,1975,1321,234,40,40,2,152,1087,101,198,531,257
Tompkins,1976,1464,266,47,52,9,158,1198,80,291,503,324
Tompkins,1977,1355,250,29,35,10,176,1105,37,359,448,261
Tompkins,1978,1221,216,7,24,11,174,1005,12,320,401,272
Tompkins,1979,1455,273,5,44,11,213,1182,22,354,474,332
Tompkins,1980,1368,253,13,48,9,183,1115,24,285,464,342
Tompkins,1981,1385,270,25,63,8,174,1115,14,358,460,283
Tompkins,1982,1640,297,14,81,15,187,1343,16,558,474,295
Tompkins,1983,1578,268,15,68,20,165,1310,16,450,456,388
Tompkins,1984,1455,242,12,66,7,157,1213,7,417,444,345
Tompkins,1985,1756,292,22,95,5,170,1464,18,383,659,404
Tompkins,1986,1695,301,20,84,10,187,1394,24,384,593,393
Tompkins,1987,1950,399,33,123,13,230,1551,22,416,697,416
Tompkins,1988,1992,373,42,99,26,206,1619,48,430,620,521
Tompkins,1989,2047,382,36,93,31,222,1665,39,463,653,510
Tompkins,1990,2149,348,28,95,23,202,1801,49,427,724,601
Tompkins,1991,2360,430,41,120,34,235,1930,37,461,739,693
Tompkins,1992,2082,408,22,128,30,228,1674,39,436,606,593
Tompkins,1993,2134,420,48,121,31,220,1714,45,340,717,612
Tompkins,1994,2231,388,44,88,18,238,1843,113,287,693,750
